Speaker_1	Speaker_2	Personality	Utterance_1	Utterance_2	Utterance_3	Emotion_1	Emotion_2	Emotion_3	Sentiment_1	Sentiment_2	Sentiment_3
Joey	Mr. Tribbiani	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?	Her name's Ronni. She's a pet mortician.	Sure. So how long you been...	surprise	neutral	neutral	positive	neutral	neutral
Joey	Mr. Tribbiani	[0.574, 0.614, 0.297, 0.545, 0.455]	Sure. So how long you been...	Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?	Since then?!	neutral	neutral	surprise	neutral	neutral	positive
Joey	Mr. Tribbiani	[0.574, 0.614, 0.297, 0.545, 0.455]	...I d'know.	Then y'haven't. You're burning your tomatoes.	You're one to talk.	neutral	neutral	disgust	neutral	neutral	negative
Joey	Mr. Tribbiani	[0.574, 0.614, 0.297, 0.545, 0.455]	You're one to talk.	Joe, your dad's in love big time. And the worst part of it is, it's with two different women.	Oh man. Please tell me one of 'em is Ma.	disgust	neutral	disgust	negative	neutral	negative
Monica	Rachel	[0.713, 0.457, 0.457, 0.66, 0.511]	Hey, Rach, how was work?	Oh, great. Although I did sit down where there wasn t a chair.	By the way, Ross dropped by a box of your stuff.	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	Oh, great. Although I did sit down where there wasn t a chair.	By the way, Ross dropped by a box of your stuff.	Oh, well, I guess I had that one coming.	neutral	neutral	neutral	neutral	neutral	neutral
Rachel	Monica	[0.635, 0.354, 0.521, 0.552, 0.469]	I m just gonna throw it out, it s probably just a bunch of shampoo and...	Something wrong?	No. Nothing.	neutral	neutral	neutral	neutral	neutral	neutral
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Dude, I am sorry about what I said!	No, no, you re right, it is a ridiculous name!	It s not that bad.	sadness	disgust	neutral	negative	negative	neutral
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	No, no, you re right, it is a ridiculous name!	It s not that bad.	Yes it is! From now on, I have no first name.	disgust	neutral	anger	negative	neutral	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	It s not that bad.	Yes it is! From now on, I have no first name.	So, you re just Bing?	neutral	anger	neutral	neutral	negative	neutral
Monica	Joey	[0.713, 0.457, 0.457, 0.66, 0.511]	Because we won our apartment back!	What? Ace is high! Jack, queen, king, ace!	No! Ace is low! Ace, two, three, four!	joy	surprise	anger	positive	positive	negative
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	All right, cut, let s pick again, pick again.	Okay.	Come on apartment! Come on apartment!  Oh! I know queen is high!	neutral	neutral	anger	neutral	neutral	negative
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	Okay.	Come on apartment! Come on apartment!  Oh! I know queen is high!	Uh-huh, not as high as  It worked! King!	neutral	anger	surprise	neutral	negative	positive
Monica	Joey	[0.713, 0.457, 0.457, 0.66, 0.511]	But, we pick again! We pick again!	Why?!	I don t know!	joy	neutral	fear	positive	neutral	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Tickets please!  That s courtside baby!	Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!	No they didn t!	joy	surprise	joy	positive	positive	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh, seriously you want him?	Hello.	Well, don't, don't think me immodest, but, me?	surprise	neutral	surprise	positive	neutral	positive
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Hello.	Well, don't, don't think me immodest, but, me?	You wanna smell him?	neutral	surprise	neutral	neutral	positive	neutral
Ross	Monica	[0.722, 0.489, 0.6, 0.533, 0.356]	Especially by that professor we ran into last night, Judgey von Holierthanthou.	Well Ross, you be careful now. You don t want to get a reputation as y know Professor McNailshisstudents.	Yeah. What-what should I do?	anger	joy	fear	negative	positive	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey.	Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?	I couldn t do it.	neutral	neutral	sadness	neutral	neutral	negative
Joey	Chandler	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?	I couldn t do it.	You couldn t do it?!	neutral	sadness	surprise	neutral	negative	positive
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	I couldn t do it.	You couldn t do it?!	Hey, relax I just need more time. We re going to dinner tonight.	sadness	surprise	neutral	negative	positive	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	Going out with who?	Uh, Dana Keystone from college.	Oh yeah! Wasn t she uh	neutral	neutral	surprise	neutral	neutral	positive
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	Uh, Dana Keystone from college.	Oh yeah! Wasn t she uh	No, that was Dana Caplin.	neutral	surprise	neutral	neutral	positive	neutral
Joey	Wayne	[0.574, 0.614, 0.297, 0.545, 0.455]	Morning! Hey, how s my favorite genius and my little robot buddy?!	Don t touch him!	Okay!	joy	anger	surprise	positive	negative	positive
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Hey.	Hi. Look um, about what happened earlier...	No, hey, well, I-I completely understand. You were, you were stressed.	neutral	sadness	neutral	neutral	negative	neutral
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	Hi. Look um, about what happened earlier...	No, hey, well, I-I completely understand. You were, you were stressed.	I was gonna give you a chance to apologise to me.	sadness	neutral	disgust	negative	neutral	negative
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	No, hey, well, I-I completely understand. You were, you were stressed.	I was gonna give you a chance to apologise to me.	For what? For letting you throw me out of your office?	neutral	disgust	anger	neutral	negative	negative
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	I was gonna give you a chance to apologise to me.	For what? For letting you throw me out of your office?	You had no	disgust	anger	anger	negative	negative	negative
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	For what? For letting you throw me out of your office?	You had no	Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.	anger	anger	anger	negative	negative	negative
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	You had no	Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.	But I told you, I didn t have the time!	anger	anger	anger	negative	negative	negative
Ross	Rachel	[0.722, 0.489, 0.6, 0.533, 0.356]	Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.	But I told you, I didn t have the time!	Yeah, well you never have the time. I mean, I don t feel like I even have a girlfriend anymore, Rachel.	anger	anger	anger	negative	negative	negative
Rachel	Ross	[0.635, 0.354, 0.521, 0.552, 0.469]	But I told you, I didn t have the time!	Yeah, well you never have the time. I mean, I don t feel like I even have a girlfriend anymore, Rachel.	Wh, Ross what do you want from me?	anger	anger	anger	negative	negative	negative
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	I know.	Ooh, I have to tell you something.	What?	neutral	joy	neutral	neutral	positive	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Ooh, I have to tell you something.	What?	But I can t tell you.	joy	neutral	neutral	positive	neutral	neutral
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	What?	But I can t tell you.	Okay, but wouldn t it be easier if you had to tell me something that you could tell me.	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	But I can t tell you.	Okay, but wouldn t it be easier if you had to tell me something that you could tell me.	Well, sure in a perfect world. But, no, I promised I wouldn t tell, and I swore to like all my gods.	neutral	neutral	neutral	neutral	neutral	neutral
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Okay, but wouldn t it be easier if you had to tell me something that you could tell me.	Well, sure in a perfect world. But, no, I promised I wouldn t tell, and I swore to like all my gods.	Okay. Does it have to do with Ross and Rachel?	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Well, sure in a perfect world. But, no, I promised I wouldn t tell, and I swore to like all my gods.	Okay. Does it have to do with Ross and Rachel?	No.	neutral	neutral	neutral	neutral	neutral	neutral
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Okay. Does it have to do with Ross and Rachel?	No.	Does it have to do with Joey?	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	No.	Does it have to do with Joey?	No.	neutral	neutral	neutral	neutral	neutral	neutral
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Does it have to do with Joey?	No.	Does it have to do with-with Chandler and that sock that he keeps by his bed?	neutral	neutral	neutral	neutral	neutral	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	No.	Does it have to do with-with Chandler and that sock that he keeps by his bed?	No, but let s come back to that later!	neutral	neutral	neutral	neutral	neutral	neutral
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	Richard!	Actually, I m not here to complement the chef.	Ohh  Oh, that s okay I hate when people come back to complement the chef.	joy	neutral	neutral	positive	neutral	neutral
Monica	Richard	[0.713, 0.457, 0.457, 0.66, 0.511]	So what s up?	Well, it was great seeing you the other night.	Oh, good to see you too. Did you come down here to tell me that?	neutral	joy	neutral	neutral	positive	neutral
Joey	Rachel	[0.574, 0.614, 0.297, 0.545, 0.455]	One pregnant woman at a time, please! I just want you to be okay.	So forcing her to marry Bobby is gonna make that happen?	Maybe!  Well! Well so-so uh, what kind of music does Numb Nuts Oh forget it! I can t!	disgust	sadness	anger	negative	negative	negative
Joey	Dina	[0.574, 0.614, 0.297, 0.545, 0.455]	Of course he s gonna have his Uncle Joey!	We re gonna be all right. I mean, even if we re not married this baby is gonna be so loved. Not just by us.	That s right! By his uncle too!	joy	joy	joy	positive	positive	positive
Rachel	Joey	[0.635, 0.354, 0.521, 0.552, 0.469]	Okay Bobby, why don t we just come over here and let them have a little moment.	Come here!	No! Seriously! What s wrong with you?!	neutral	joy	anger	neutral	positive	negative
Rachel	Danny	[0.635, 0.354, 0.521, 0.552, 0.469]	So did I. I'm really glad Monica asked us out.	I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.	You're sister? You're sister's asleep on the couch?  Ohhh! I saw	joy	neutral	surprise	positive	neutral	positive
Rachel	Danny	[0.635, 0.354, 0.521, 0.552, 0.469]	You're sister? You're sister's asleep on the couch?  Ohhh! I saw	Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.	Hi!	surprise	neutral	joy	positive	neutral	positive
Chandler	Jill	[0.648, 0.375, 0.386, 0.58, 0.477]	Oh my God, it's that Victoria's Secret model. Something... something Goodacre.	Hi Mom, it's Jill.	She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!	surprise	neutral	surprise	positive	neutral	positive
Chandler	Jill	[0.648, 0.375, 0.386, 0.58, 0.477]	She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!	Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.	Jill says vestibule... I'm going with vestibule.	surprise	neutral	neutral	positive	neutral	neutral
Chandler	Jill	[0.648, 0.375, 0.386, 0.58, 0.477]	Jill says vestibule... I'm going with vestibule.	I'm fine. No, I'm not alone... I don't know, some guy.	Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was	neutral	neutral	joy	neutral	neutral	positive
Phoebe	Rachel	[0.6, 0.48, 0.31, 0.46, 0.56]	Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?	Uh-huh.	That sounds great!	neutral	neutral	surprise	neutral	neutral	positive
Joey	Monica	[0.574, 0.614, 0.297, 0.545, 0.455]	Hey!	Umm, excuse me, we switched apartments. You can t eat are food anymore, that-that gravy train had ended.	There s gravy?	neutral	anger	surprise	neutral	negative	positive
Monica	Joey	[0.713, 0.457, 0.457, 0.66, 0.511]	Umm, excuse me, we switched apartments. You can t eat are food anymore, that-that gravy train had ended.	There s gravy?	If you have the big apartment you have to deal with people coming over all the time.	anger	surprise	neutral	negative	positive	neutral
Chandler	Doug	[0.648, 0.375, 0.386, 0.58, 0.477]	No. No, not at all, that s-that s ridiculous.	Everybody else got one, and you want one too. Don t you?	Ye-ye-yeah, yes I do!	sadness	joy	sadness	negative	positive	negative
Chandler	Bob	[0.648, 0.375, 0.386, 0.58, 0.477]	Hey Bob.	Hey! How s my pal Toby doing today?	If I see him, I ll ask.	neutral	joy	neutral	neutral	positive	neutral
Chandler	Bob	[0.648, 0.375, 0.386, 0.58, 0.477]	If I see him, I ll ask.	Toby!	Yeah!	neutral	joy	joy	neutral	positive	positive
Chandler	Mr. Franklin	[0.648, 0.375, 0.386, 0.58, 0.477]	Yeah!	Oh then you know each other.	We re on a semi-first name basis.	joy	neutral	neutral	positive	neutral	neutral
Chandler	Mr. Franklin	[0.648, 0.375, 0.386, 0.58, 0.477]	We re on a semi-first name basis.	What do you think of adding him to our team?	Bob? Ooh, working here with us? Everyday? Yeah, I don t know if he has what it takes.	neutral	neutral	surprise	neutral	neutral	positive
Chandler	Mr. Franklin	[0.648, 0.375, 0.386, 0.58, 0.477]	Bob? Ooh, working here with us? Everyday? Yeah, I don t know if he has what it takes.	Really? They love him down on six.	But this is eleven. It s almost twice as hard up here.	surprise	surprise	neutral	positive	positive	neutral
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	Hey! Guess what I got for your wedding!	A freakish thin date with a hanger for her head?	No. Rachel hooked me up with a tux! But not just any tux, Batman s tux!	joy	neutral	joy	positive	neutral	positive
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	A freakish thin date with a hanger for her head?	No. Rachel hooked me up with a tux! But not just any tux, Batman s tux!	What?	neutral	joy	surprise	neutral	positive	positive
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	No. Rachel hooked me up with a tux! But not just any tux, Batman s tux!	What?	That s right! Made expressly for Val Kilmer and worn by him in the hit film that Batman film he was in.	joy	surprise	joy	positive	positive	positive
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	What?	That s right! Made expressly for Val Kilmer and worn by him in the hit film that Batman film he was in.	You can t wear that! I m wearing the famous tux! James Bond s tux!	surprise	joy	anger	positive	positive	negative
Ross	Chandler	[0.722, 0.489, 0.6, 0.533, 0.356]	That s right! Made expressly for Val Kilmer and worn by him in the hit film that Batman film he was in.	You can t wear that! I m wearing the famous tux! James Bond s tux!	So?	joy	anger	neutral	positive	negative	neutral
Chandler	Ross	[0.648, 0.375, 0.386, 0.58, 0.477]	You can t wear that! I m wearing the famous tux! James Bond s tux!	So?	So If you wear that you ll make mine less special.	anger	neutral	sadness	negative	neutral	negative
Chandler	Monica	[0.648, 0.375, 0.386, 0.58, 0.477]	"Sorry, I just don t like the idea of when I say ""I do,"" he s thinking, ""Yeah, I d do her too!"""	Well then we still have a problem.	Yeah!	anger	neutral	neutral	negative	neutral	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	With what?	Well, we re trying to find someone to perform our wedding and they re all either boring or annoying or y know, can t stop staring at the ladies.	Oo! You should have one of us do it!	neutral	neutral	joy	neutral	neutral	positive
Monica	Phoebe	[0.713, 0.457, 0.457, 0.66, 0.511]	Well, we re trying to find someone to perform our wedding and they re all either boring or annoying or y know, can t stop staring at the ladies.	Oo! You should have one of us do it!	Phoebe, we re getting	neutral	joy	neutral	neutral	positive	neutral
Phoebe	Monica	[0.6, 0.48, 0.31, 0.46, 0.56]	Oo! You should have one of us do it!	Phoebe, we re getting	No! No! It s-it s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!	joy	neutral	joy	positive	neutral	positive
Phoebe	Joey	[0.6, 0.48, 0.31, 0.46, 0.56]	No! No! It s-it s uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!	I call it!!	What?! No! It was my idea!	joy	joy	anger	positive	positive	negative
Chandler	Joey	[0.648, 0.375, 0.386, 0.58, 0.477]	Guys thank you very much but neither of you is marrying us.	Does calling it not mean anything anymore?!	We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!	neutral	anger	neutral	neutral	negative	neutral
